WKT;Tipo;Nombre de las calles;País;Departamento;Provincia;Distrito;Ubigeo;Nombre del personaje
LINESTRING (-77.0381327 -11.9814313, -77.0379396 -11.9813684, -77.0377491 -11.9813264, -77.0377109 -11.9813189, -77.0376687 -11.9813179, -77.0375895 -11.9813349, -77.0371939 -11.9814576, -77.0370028 -11.9815186);Calle;Calle Las Ñustas;Perú;Lima;Lima;Independencia;150112;
LINESTRING (-77.0854758 -12.0850694, -77.0852948 -12.0846682, -77.085111 -12.0842066, -77.0848804 -12.0835863, -77.0847328 -12.083101);Calle;Calle Laura Rodríguez Cuadra;Perú;Lima;Lima;San Miguel;150136;Laura Rodríguez Cuadra
LINESTRING (-77.0160347 -12.1187144, -77.0160025 -12.1195116, -77.0159703 -12.1204216, -77.0159561 -12.1214025, -77.0158985 -12.123128);Calle;Calle Lola Pardo Vargas;Perú;Lima;Lima;Miraflores;150121;Lola Pardo Vargas
LINESTRING (-77.1124934 -12.0621222, -77.1115948 -12.0605379, -77.1110825 -12.0597064, -77.1108304 -12.0592867, -77.1107526 -12.0591582, -77.1106802 -12.0591109, -77.1104603 -12.0590532);Calle;Calle Lola Vilar;Perú;Lima;Callao;Bellavista (Callao);70102;Lola Vilar
LINESTRING (-77.0594544 -12.0549541, -77.0602671 -12.0551141, -77.0607365 -12.0552033, -77.0624236 -12.0555233, -77.0631371 -12.0556623, -77.0639954 -12.055825, -77.0651139 -12.0560479, -77.0651474 -12.0560566, -77.0651796 -12.056064, -77.0652011 -12.0560702, -77.0652306 -12.0560767);Calle;Calle Luisa Beausejour;Perú;Lima;Lima;Cercado de Lima;150101;Luisa Beausejour
LINESTRING (-77.0830914 -12.0806779, -77.0830163 -12.0797074, -77.0829922 -12.0793612, -77.0829788 -12.0791671, -77.0829627 -12.0789835);Calle;Calle Luisa Dammert;Perú;Lima;Lima;San Miguel;150136;Luisa Dammert
LINESTRING (-76.9871876 -12.1449052, -76.9869703 -12.1451936, -76.9866806 -12.1455581, -76.9865143 -12.1457548, -76.9864097 -12.1458098, -76.9863212 -12.1458203);Calle;Calle Magda Portal;Perú;Lima;Lima;Santiago de Surco;150140;María Magdalena Julia del Portal Moreno
LINESTRING (-77.1183451 -12.0730415, -77.1168216 -12.0693904, -77.1166238 -12.0689809, -77.1163992 -12.0685766, -77.1159338 -12.067776);Calle;Calle Mama Ocllo;Perú;Lima;Callao;La Perla (Callao);70104;Mama Ocllo
LINESTRING (-76.9534285 -12.1727989, -76.9531764 -12.1721617, -76.9530476 -12.1716767, -76.9528518 -12.1711104);Calle;Calle Mama Ocllo;Perú;Lima;Lima;Villa María del Triunfo;150143;Mama Ocllo
LINESTRING (-77.0519728 -11.9267333, -77.0510528 -11.9272293, -77.05046 -11.9275442);Calle;Calle Mama Ocllo;Perú;Lima;Lima;Comas;150110;Mama Ocllo
LINESTRING (-76.9376277 -12.1902585, -76.9375607 -12.1901589, -76.937503 -12.1900356, -76.937389 -12.1899059, -76.9371007 -12.1897368, -76.9366876 -12.1894982, -76.9362692 -12.1892308, -76.9355946 -12.1887916, -76.9349254 -12.1883918, -76.9342226 -12.1879684, -76.9337358 -12.187659, -76.9330814 -12.1872225, -76.9327823 -12.1870455, -76.9320702 -12.1866011, -76.9319602 -12.1865356, -76.9317845 -12.1864504, -76.9314868 -12.1862656, -76.9312333 -12.1861174, -76.9311046 -12.1860204, -76.9306674 -12.1857648, -76.9301846 -12.1854712);Calle;Calle Mama Ocllo;Perú;Lima;Lima;Villa María del triunfo;150143;Mama Ocllo
LINESTRING (-76.9640883 -12.0324133, -76.9638201 -12.0330324, -76.9634231 -12.0339663, -76.9630744 -12.034811, -76.9625004 -12.0361384, -76.9624521 -12.0362748);Calle;Calle Mama Ocllo;Perú;Lima;Lima;Santa Anita;150137;Mama Ocllo
LINESTRING (-77.0688556 -12.0023953, -77.0686035 -12.0023534, -77.0684559 -12.0023665, -77.0683486 -12.0024373, -77.0681904 -12.0025606, -77.0680724 -12.0026446, -77.0680321 -12.0027784);Calle;Calle Mama Ocllo;Perú;Lima;Lima;Los Olivos;150117;Mama Ocllo
LINESTRING (-77.078859 -12.0828486, -77.0792761 -12.0826348, -77.0799252 -12.0822938);Calle;Calle Manuela Marticorena;Perú;Lima;Lima;San Miguel;150136;Manuela Maticorena
LINESTRING (-77.0044439 -12.0808709, -77.004865 -12.079848, -77.005203 -12.0789746);Calle;Calle Marcela Castro;Perú;Lima;Lima;San Luis;150134;Marcela Castro Puyucagua
LINESTRING (-77.080484 -12.0832704, -77.0802057 -12.0834137);Calle;Calle María Alvarado Rivera;Perú;Lima;Lima;San Miguel;150136;María Jesús Alvarado Rivera
LINESTRING (-77.0750122 -11.9218426, -77.0745295 -11.9218006, -77.0736202 -11.9217061);Calle;Calle María Bustamante de las Nieves;Perú;Lima;Lima;Los Olivos;150117;María Manuela Nieves y Bustamante
LINESTRING (-77.0090499 -12.0440838, -77.0087602 -12.043992, -77.0083472 -12.0438687, -77.0080656 -12.0437664, -77.0079475 -12.0437139, -77.0077705 -12.0435513, -77.0075586 -12.0432837);Calle;Calle María Delgado de Odría;Perú;Lima;Lima;El Agustino;150111;María Delgado Romero
LINESTRING (-76.9981788 -12.1192498, -76.9980186 -12.1192078, -76.9979696 -12.1191941, -76.9978677 -12.119141, -76.997747 -12.1190151, -76.9975867 -12.1187247, -76.997517 -12.1184323, -76.9974292 -12.1180205, -76.9974131 -12.1179523, -76.9971878 -12.1175301, -76.9968713 -12.1169571, -76.9964488 -12.1161245, -76.9959767 -12.1151981);Calle;Calle María Elena Moyano;Perú;Lima;Lima;Surquillo;150141;María Elena Moyano Delgado
LINESTRING (-77.0889752 -12.0844736, -77.0882228 -12.0829025);Calle;Calle María Egusquiza de Gálvez;Perú;Lima;Lima;San Miguel;150136;María Egusquiza de Gálvez
LINESTRING (-77.0830543 -12.079469, -77.0836363 -12.0794926, -77.0844705 -12.0794821, -77.0846582 -12.0794427, -77.0848728 -12.0794375, -77.0852483 -12.0794139, -77.0852644 -12.0794716, -77.0857687 -12.0794454, -77.0863802 -12.0794296);Calle;Calle María Escobar de Chávez;Perú;Lima;Lima;San Miguel;150136;María Escobar de Chávez
LINESTRING (-76.9985681 -12.1258074, -76.9974657 -12.126206);Calle;Calle María Isabel Granda Larco;Perú;Lima;Lima;Santiago de Surco;150140;María Isabel Granda Larco
LINESTRING (-77.0952549 -12.0171379, -77.0943939 -12.0166001, -77.0940264 -12.0163666);Calle;Calle María Parado de Bellido;Perú;Lima;Callao;Callao;70101;María Andrea Parado Jayo
LINESTRING (-77.0247632 -11.8886164, -77.024098 -11.8893224, -77.0239478 -11.889493);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Carabayllo;150106;María Andrea Parado Jayo
LINESTRING (-77.0020192 -11.8797311, -77.0017537 -11.879844, -77.0015901 -11.8799122, -77.0013701 -11.8800776, -77.0011153 -11.8801721, -77.0008203 -11.8801957, -77.0005869 -11.8801563, -76.9992458 -11.8802613, -76.9987442 -11.8803059, -76.9978082 -11.8803086, -76.996856 -11.8803401, -76.9955926 -11.8804004, -76.9944339 -11.8804713, -76.9942059 -11.8804792);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Carabayllo;150106;María Andrea Parado Jayo
LINESTRING (-77.0306837 -11.9028325, -77.031255 -11.9027354, -77.0316278 -11.9025176, -77.03188 -11.9022237, -77.0322582 -11.9016489, -77.0323708 -11.9014783, -77.032639 -11.9010977, -77.0331449 -11.9003301, -77.0336169 -11.8995742, -77.0347649 -11.8985349, -77.035001 -11.8983774);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Carabayllo;150106;María Andrea Parado Jayo
LINESTRING (-77.0333972 -11.909843, -77.0331719 -11.9097302, -77.0329412 -11.9095727, -77.0327373 -11.9090741, -77.0326435 -11.9089586, -77.0323592 -11.9087932, -77.0320641 -11.9086148, -77.0320132 -11.908536, -77.0320158 -11.9082342);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Comas;150110;María Andrea Parado Jayo
LINESTRING (-77.0718398 -11.9205042, -77.0716735 -11.9203152, -77.0713248 -11.9197746, -77.0707616 -11.9188718, -77.0700159 -11.9177171, -77.0695438 -11.916977, -77.0692112 -11.9164521, -77.0689698 -11.9159692, -77.0685621 -11.9151268, -77.0683905 -11.9147843, -77.068243 -11.9144864, -77.0679721 -11.9139274, -77.0677669 -11.9134931, -77.0673813 -11.9127588, -77.0671909 -11.9124176, -77.0667215 -11.9118665, -77.0665337 -11.9116644);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Comas;150110;María Andrea Parado Jayo
LINESTRING (-77.0224662 -11.9106624, -77.0214698 -11.9106584, -77.0214725 -11.91056, -77.0208663 -11.91056, -77.0204439 -11.91056, -77.0199865 -11.9106322, -77.0194903 -11.9106886, -77.0185609 -11.9108343);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Comas;150110;María Andrea Parado Jayo
LINESTRING (-77.0386023 -11.9169375, -77.0371807 -11.9176119, -77.0368588 -11.9177432);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Comas;150110;María Andrea Parado Jayo
LINESTRING (-77.0158763 -12.1561393, -77.0168901 -12.1560135, -77.016866 -12.1557565, -77.0179255 -12.1556438);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Chorrillos;150109;María Andrea Parado Jayo
LINESTRING (-76.9963607 -12.0504609, -76.9960321 -12.0504085, -76.9955788 -12.0503232, -76.9955399 -12.0503193);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;El Agustino;150111;María Andrea Parado Jayo
LINESTRING (-76.9493614 -12.0663983, -76.9481196 -12.0657478, -76.9471513 -12.0652468, -76.946985 -12.0651288, -76.9458477 -12.0645727);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;La Molina;150114;María Andrea Parado Jayo
LINESTRING (-77.060271 -12.0803954, -77.0596299 -12.0796518, -77.0589413 -12.0787889, -77.0588662 -12.0786952, -77.0586576 -12.0784401);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Pueblo Libre;150124;María Andrea Parado Jayo
LINESTRING (-76.9653973 -12.1754704, -76.9651908 -12.1754809, -76.9642037 -12.1754652, -76.9637906 -12.1754652, -76.9626373 -12.1755045);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;San Juan de Miraflores;150133;María Andrea Parado Jayo
LINESTRING (-76.9229455 -12.1943961, -76.9218082 -12.1937119, -76.9205771 -12.1929621);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;San Juan de Miraflores;150133;María Andrea Parado Jayo
LINESTRING (-77.066044 -12.026708, -77.0666864 -12.0261282, -77.0669278 -12.025921, -77.0671987 -12.0256783, -77.0673972 -12.0255196);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;San Martín de Porres;150135;María Andrea Parado Jayo
LINESTRING (-77.0893714 -11.9984352, -77.0891944 -11.9993535, -77.0887009 -12.000361);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;San Martín de Porres;150135;María Andrea Parado Jayo
LINESTRING (-76.9840933 -12.0403142, -76.9842207 -12.0407208, -76.9842757 -12.0408992, -76.9843011 -12.0410474, -76.9842904 -12.0412415, -76.9840403 -12.0417537, -76.9837412 -12.0422521, -76.9834784 -12.0426364, -76.9832906 -12.0429997, -76.9831994 -12.0432791, -76.9830975 -12.0436568, -76.9828856 -12.04415, -76.9825906 -12.0447546, -76.9823827 -12.0451874, -76.9822539 -12.0454379, -76.982034 -12.0456544, -76.981629 -12.0460085, -76.9812213 -12.0463613, -76.9808351 -12.0466577, -76.9806071 -12.0467548, -76.9804569 -12.046798, -76.9802785 -12.046823, -76.9800653 -12.0468243, -76.979781 -12.0467823, -76.9793344 -12.0466105, -76.9784479 -12.0462354, -76.9777304 -12.0459324, -76.976561 -12.0454288, -76.9757858 -12.0450982, -76.9751716 -12.0448176);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Santa Anita;150137;María Andrea Parado Jayo
LINESTRING (-77.1387767 -11.8790986, -77.1382831 -11.8790461, -77.137972 -11.8790041, -77.1373068 -11.8787678, -77.1365558 -11.8784004, -77.1359925 -11.8779647, -77.1349894 -11.87713);Calle;Calle María Parado de Bellido;Perú;Lima;Callao;Ventanilla (Callao);70106;María Andrea Parado Jayo
LINESTRING (-76.9581444 -12.156513, -76.9572995 -12.1555481);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Villa María del Triunfo;150143;María Andrea Parado Jayo
LINESTRING (-77.0070591 -11.9122998, -77.0070712 -11.911725, -77.0070685 -11.9113484, -77.0070578 -11.9106989, -77.0070591 -11.9104076, -77.0070725 -11.910027, -77.0070403 -11.9099706, -77.0070484 -11.9098092, -77.007039 -11.9095625);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Comas;150110;María Andrea Parado Jayo
LINESTRING (-77.0373589 -11.9291749, -77.037426 -11.9290148, -77.0374421 -11.9289151, -77.037316 -11.9287838, -77.0366321 -11.9281488);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Comas;150110;María Andrea Parado Jayo
LINESTRING (-77.032357 -12.1106373, -77.031555 -12.1106346, -77.0304875 -12.1105992);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Miraflores;150121;María Andrea Parado Jayo
LINESTRING (-76.9514929 -12.1430806, -76.950656 -12.1422835, -76.9501572 -12.1418325);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Villa María del Triunfo;150143;María Andrea Parado Jayo
LINESTRING (-76.9584206 -12.1750754, -76.9578788 -12.1752222, -76.9574476 -12.1753015, -76.9570165 -12.1753651, -76.9563258 -12.1755447);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;San Juan de Miraflores;150133;María Andrea Parado Jayo
LINESTRING (-76.7728967 -12.3857258, -76.7730576 -12.3858856, -76.7731381 -12.3859747, -76.7731488 -12.3860166, -76.77313 -12.3860532, -76.773063 -12.3861423, -76.7722261 -12.3870278, -76.7715046 -12.3877561);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;San Bartolo;150129;María Andrea Parado Jayo
LINESTRING (-77.0050146 -12.0498637, -77.0046981 -12.0501365, -77.0043012 -12.0503752, -77.0037647 -12.0506401, -77.0036199 -12.0507136);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;El Agustino;150111;María Andrea Parado Jayo
LINESTRING (-77.061606 -12.0394836, -77.0605975 -12.0396357, -77.0593663 -12.0398089, -77.0592617 -12.039822);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Cercado de Lima;150101;María Andrea Parado Jayo
LINESTRING (-77.0544763 -11.9958131, -77.0543918 -11.9961043, -77.0542979 -11.9964323);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Independencia;150112;María Andrea Parado Jayo
LINESTRING (-76.9714268 -12.0427127, -76.9708863 -12.0424635, -76.9706409 -12.0423481, -76.9705888 -12.0423272);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Santa Anita;150137;María Andrea Parado Jayo
LINESTRING (-76.9752672 -12.0443612, -76.974598 -12.04407, -76.973969 -12.0438037, -76.9735009 -12.0435926, -76.9726614 -12.0432332, -76.9720123 -12.0429525);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Santa Anita;150137;María Andrea Parado Jayo
LINESTRING (-77.0259872 -12.0232917, -77.0254883 -12.0230595, -77.024874 -12.0227539);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Rímac;150128;María Andrea Parado Jayo
LINESTRING (-76.8279974 -12.1069273, -76.8276138 -12.1069456, -76.8272866 -12.1070217, -76.8270854 -12.1071318, -76.8267931 -12.1073416, -76.8262754 -12.1077245, -76.8259321 -12.1080077, -76.8253956 -12.1083487, -76.8243777 -12.1090509, -76.8237421 -12.10946, -76.8237179 -12.109599, -76.8233934 -12.1096331, -76.8229991 -12.1096934, -76.8226558 -12.1097747, -76.8221274 -12.1098455, -76.8214997 -12.1099399, -76.8208024 -12.1100789);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Cieneguilla;150107;María Andrea Parado Jayo
LINESTRING (-77.0228345 -11.8778951, -77.0226749 -11.877634, -77.0225864 -11.8774529, -77.0219212 -11.8762651);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Carabayllo;150106;María Andrea Parado Jayo
LINESTRING (-76.6957211 -11.9456025, -76.6955699 -11.9455221, -76.6954844 -11.9454336, -76.6953312 -11.9452884, -76.6950214 -11.9450119, -76.6948405 -11.9448525, -76.6947658 -11.9447875, -76.6947611 -11.9446901, -76.6947369 -11.9445146, -76.6947131 -11.9442575, -76.6946937 -11.9441056, -76.6946991 -11.9438537, -76.6947272 -11.9436818, -76.694746 -11.9436267, -76.6947822 -11.9433564, -76.6948372 -11.943115, -76.6948466 -11.9429693, -76.6948251 -11.9428539);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Lurigancho (Chosica);150118;María Andrea Parado Jayo
LINESTRING (-76.7131283 -11.9392859, -76.7129412 -11.9388792, -76.7128849 -11.9387499, -76.7126435 -11.9383491, -76.7123867 -11.9378642);Calle;Calle María Parado de Bellido;Perú;Lima;Lima;Lurigancho (Chosica);150118;María Andrea Parado Jayo
LINESTRING (-76.9963111 -12.1220479, -76.9963245 -12.1216257, -76.9963325 -12.1214762, -76.996295 -12.1213293, -76.9961421 -12.1208573, -76.9960482 -12.1205898);Calle;Calle Maria Reiche;Perú;Lima;Lima;Santiago de Surco;150140;María Reiche
LINESTRING (-76.956637 -12.1770208, -76.9563312 -12.1771099, -76.9550384 -12.1774377);Calle;Calle María Reiche;Perú;Lima;Lima;San Juan de Miraflores;150133;María Reiche
LINESTRING (-77.0536186 -11.8997683, -77.0514621 -11.9017787);Calle;Calle María Reiche;Perú;Lima;Lima;Comas;150110;María Reiche
LINESTRING (-77.0840522 -12.0416306, -77.0839791 -12.0424386, -77.0839576 -12.0426137, -77.0839375 -12.0429691);Calle;Calle María Regina;Perú;Lima;Callao;Carmen de La Legua (Callao);70103;María Regina
LINESTRING (-76.9481442 -12.1825878, -76.9482783 -12.1823755, -76.9484875 -12.1821369, -76.948855 -12.1817803, -76.949091 -12.1815181, -76.9491286 -12.1813949, -76.949555 -12.1812586, -76.9499305 -12.1811616, -76.9505206 -12.1812455);Calle;Calle María Santos Zamudio;Perú;Lima;Lima;Villa María del Triunfo;150143;María Santos Zamudio
LINESTRING (-77.0807703 -12.0837473, -77.080191 -12.0827297, -77.0799228 -12.0822051, -77.0798021 -12.0819087, -77.0797055 -12.0816176);Calle;Calle María Trinidad Enriquez;Perú;Lima;Lima;San Miguel;150136;María Trinidad Enríquez Ladrón de Guevara
LINESTRING (-77.0856436 -12.0839508, -77.0853083 -12.0840636, -77.0851045 -12.0841449, -77.0845841 -12.0842787, -77.0833503 -12.0845987, -77.083015 -12.0846695);Calle;Calle Mariana Echevarría;Perú;Lima;Lima;San Miguel;150136;Mariana Echevarría de Santiago y Ulloa
LINESTRING (-77.0392389 -11.8948984, -77.0387936 -11.8946753, -77.0384771 -11.8944286, -77.0378924 -11.8937278);Calle;Calle Mariana Mendigure;Perú;Lima;Lima;Carabayllo;150106;Mariana Mendigure
LINESTRING (-77.113693 -11.9892146, -77.1126631 -11.9893694, -77.1113086 -11.9895504, -77.1105575 -11.9896606);Calle;Calle Marie Curie;Perú;Lima;Callao;Callao;70101;Maria Salomea Skłodowska-Curie
LINESTRING (-76.9976248 -12.1171187, -76.9971977 -12.1170072, -76.9966713 -12.1173101);Calle;Calle Marie Curie;Perú;Lima;Lima;Surquillo;150141;Maria Salomea Skłodowska-Curie
LINESTRING (-76.9714139 -12.061897, -76.9708668 -12.0616741, -76.9701909 -12.0613882, -76.969633 -12.0611626, -76.9694613 -12.0611259, -76.9692011 -12.061139);Calle;Calle Marie Curie;Perú;Lima;Lima;Ate;150103;Maria Salomea Skłodowska-Curie
LINESTRING (-76.9720611 -12.0621289, -76.973665 -12.0628948, -76.9762829 -12.0640174, -76.9780209 -12.0647466, -76.9783803 -12.0648725, -76.978552 -12.0648515);Calle;Calle Marie Curie;Perú;Lima;Lima;Ate;150103;Maria Salomea Skłodowska-Curie
LINESTRING (-77.0894247 -12.0842704, -77.0892236 -12.0838822, -77.0890036 -12.0834049, -77.088663 -12.0827098);Calle;Calle Margarita Praxedes;Perú;Lima;Lima;San Miguel;150136;Margarita Práxedes Muñoz
LINESTRING (-76.9971076 -12.1127713, -76.9963566 -12.1127136, -76.9959381 -12.1126821);Calle;Calle Mary Cassat;Perú;Lima;Lima;Surquillo;150141;Mary Stevenson Cassatt
LINESTRING (-77.0400479 -11.968015, -77.0398776 -11.9681521, -77.0396161 -11.9683561, -77.0392828 -11.9686074, -77.0391675 -11.9687163, -77.0391139 -11.9687648);Calle;Calle Melchora Balandra;Perú;Lima;Lima;Independencia;150112;Melchora Balandra
LINESTRING (-77.0448068 -11.9439476, -77.0445279 -11.9440001, -77.0443991 -11.9439424, -77.0443294 -11.9437482, -77.0443025 -11.943512, -77.0442114 -11.9421842);Calle;Calle Melchorita;Perú;Lima;Lima;Comas;150110;Melchora Saravia Tasayco
LINESTRING (-76.9915251 -12.108422, -76.9918933 -12.1082247, -76.9919375 -12.1082083, -76.9923083 -12.108049, -76.992358 -12.1079736);Calle;Calle Melissa;Perú;Lima;Lima;San Borja;150130;Melissa
LINESTRING (-76.995758 -12.050321, -76.9958947 -12.0497059, -76.9959564 -12.0495695, -76.9960382 -12.0494593, -76.9963212 -12.0492652, -76.996509 -12.0491341, -76.9966216 -12.049096, -76.9966552 -12.049096);Calle;Calle Mercedes Cabello;Perú;Lima;Lima;El Agustino;150111;Juana Mercedes Cabello Llosa
LINESTRING (-76.9512793 -12.1772701, -76.9512323 -12.1770905, -76.951011 -12.1764665);Calle;Calle Mercedes Cabello;Perú;Lima;Lima;Villa María del Triunfo;150143;Juana Mercedes Cabello Llosa
LINESTRING (-77.0722329 -11.9811937, -77.0717876 -11.9812337, -77.0713243 -11.9812876, -77.0710748 -11.9812995, -77.0706926 -11.9813388, -77.0697002 -11.9814293, -77.0689532 -11.9815002, -77.0689312 -11.9814996);Calle;Calle Mercedes Indacochea;Perú;Lima;Lima;Los Olivos;150117;Mercedes Indacochea Lozano
LINESTRING (-76.9566048 -12.1766485, -76.9570715 -12.1765698, -76.957667 -12.1764178);Calle;Calle Mercedes Sosa;Perú;Lima;Lima;San Juan de Miraflores;150133;Marta Haydée Mercedes Sosa Girón
LINESTRING (-76.9821002 -12.0757286, -76.9820157 -12.075583, -76.9819373 -12.0754387, -76.9818461 -12.0752545, -76.9818172 -12.0751902);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Ate;150103;Micaela Bastidas Puyucahua
LINESTRING (-76.9961535 -12.0518619, -76.9962755 -12.0518488, -76.996409 -12.0518166, -76.9965069 -12.0517747, -76.99659 -12.0517183, -76.9967161 -12.0516199, -76.9967677 -12.0515681, -76.9968308 -12.0515097);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;El Agustino;150111;Micaela Bastidas Puyucahua
LINESTRING (-77.1042374 -12.0776685, -77.1033201 -12.0780724, -77.102848 -12.078298, -77.1021614 -12.0786075, -77.1013943 -12.0789379, -77.0999888 -12.0795412, -77.098704 -12.0801103, -77.0981864 -12.0803333);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;San Miguel;150136;Micaela Bastidas Puyucahua
LINESTRING (-76.959698 -12.1526206, -76.9601594 -12.1522745, -76.9604544 -12.152091, -76.9606797 -12.1517029, -76.9608728 -12.1512257, -76.9610123 -12.1507353, -76.961133 -12.1502424, -76.9612939 -12.1496236, -76.9614897 -12.1495029);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;San Juan de Miraflores;150133;Micaela Bastidas Puyucahua
LINESTRING (-76.9538308 -12.1721827, -76.9527875 -12.1725839, -76.9516422 -12.1730086, -76.9507812 -12.1733547, -76.9506122 -12.1734019, -76.9495581 -12.1733573);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Villa María del Triunfo;150143;Micaela Bastidas Puyucahua
LINESTRING (-77.0207502 -11.8755759, -77.0203801 -11.8748015, -77.0202379 -11.8745364, -77.0200663 -11.8746414, -77.0198222 -11.8741086, -77.0198142 -11.8740823, -77.0200341 -11.8739826, -77.0192482 -11.8724261, -77.0188271 -11.8716097, -77.0185508 -11.8717436, -77.0183094 -11.8713289, -77.0178374 -11.8704653, -77.0176416 -11.870027, -77.0173331 -11.8695519, -77.0175598 -11.8693957, -77.0172231 -11.8689941);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
LINESTRING (-77.0495298 -11.9316408, -77.0489076 -11.9319636);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Comas;150110;Micaela Bastidas Puyucahua
LINESTRING (-77.0950054 -12.0175918, -77.0943376 -12.0171694, -77.0937743 -12.0168021);Calle;Calle Micaela Bastidas;Perú;Lima;Callao;Callao;70101;Micaela Bastidas Puyucahua
LINESTRING (-77.1376984 -11.8804847, -77.1374677 -11.880301, -77.1373068 -11.8801435, -77.1372209 -11.8800228, -77.1370761 -11.8798915, -77.1365397 -11.8796815, -77.1360193 -11.879566, -77.1355955 -11.8796107, -77.1351476 -11.8797183);Calle;Calle Micaela Bastidas;Perú;Lima;Callao;Ventanilla (Callao);70106;Micaela Bastidas Puyucahua
LINESTRING (-77.0001079 -11.8796795, -77.0000972 -11.8792766, -77.0000757 -11.8786624, -77.000006 -11.8785286, -76.9998464 -11.8782608, -76.9997606 -11.8781362, -76.9998383 -11.8780062);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
LINESTRING (-77.0167582 -11.8922306, -77.0172758 -11.8923041, -77.0174663 -11.8923434, -77.0176647 -11.8924642, -77.0179491 -11.8925482, -77.0180966 -11.8925691, -77.0183407 -11.8924642, -77.018743 -11.8920941, -77.018971 -11.8918657, -77.0192767 -11.8915377, -77.0194001 -11.8913776, -77.0195262 -11.8913119, -77.0196362 -11.8912883, -77.0197542 -11.8912621, -77.0198186 -11.8912306, -77.0198481 -11.891144, -77.0199071 -11.8909786, -77.0199339 -11.8908894, -77.0200251 -11.890808, -77.0200734 -11.8907293, -77.0200465 -11.8906243, -77.0199124 -11.8903933, -77.0198266 -11.8902857, -77.0195825 -11.8902096, -77.0194162 -11.8901046, -77.0193518 -11.8899996, -77.0193197 -11.8898579, -77.0192499 -11.8895744, -77.019341 -11.8893384, -77.0193944 -11.8891076, -77.0196623 -11.8889557, -77.0199062 -11.8889283, -77.0201501 -11.8888431, -77.0203672 -11.8888682, -77.0206111 -11.8888513, -77.0208442 -11.8885629, -77.0210021 -11.8882746, -77.0211493 -11.8878707, -77.021196 -11.8876792, -77.0212106 -11.8875088);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
LINESTRING (-77.0307491 -11.895827, -77.0313338 -11.8955698, -77.0317012 -11.895394, -77.032125 -11.8951131);Calle;Calle Micaela Bastidas;Perú;Lima;Lima;Carabayllo;150106;Micaela Bastidas Puyucahua
